#,Date-Time (French Polynesia Standard Time),Ch:1 - Temperature   (°C),Water Detect,Host Connected,End of File
66,11/15/2023 18:40:00,26.982,,,
67,11/15/2023 18:50:00,27.067,,,
68,11/15/2023 19:00:00,26.885,,,
69,11/15/2023 19:10:00,26.724,,,
70,11/15/2023 19:20:00,26.606,,,
71,11/15/2023 19:30:00,26.488,,,
72,11/15/2023 19:40:00,26.381,,,
73,11/15/2023 19:50:00,26.295,,,
74,11/15/2023 20:00:00,27.647,,,
75,11/15/2023 20:10:00,27.550,,,
76,11/15/2023 20:20:00,27.357,,,
77,11/15/2023 20:30:00,27.185,,,
78,11/15/2023 20:40:00,27.046,,,
79,11/15/2023 20:50:00,26.939,,,
80,11/15/2023 21:00:00,26.810,,,
81,11/15/2023 21:10:00,26.671,,,
82,11/15/2023 21:20:00,26.531,,,
83,11/15/2023 21:30:00,26.402,,,
84,11/15/2023 21:40:00,26.263,,,
85,11/15/2023 21:50:00,26.145,,,
86,11/15/2023 22:00:00,26.027,,,
87,11/15/2023 22:10:00,25.920,,,
88,11/15/2023 22:20:00,25.802,,,
89,11/15/2023 22:30:00,25.727,,,
90,11/15/2023 22:40:00,25.641,,,
91,11/15/2023 22:50:00,25.566,,,
92,11/15/2023 23:00:00,25.502,,,
93,11/15/2023 23:10:00,25.437,,,
94,11/15/2023 23:20:00,25.373,,,
95,11/15/2023 23:30:00,25.319,,,
96,11/15/2023 23:40:00,25.287,,,
97,11/15/2023 23:50:00,25.233,,,
98,11/16/2023 00:00:00,25.180,,,
99,11/16/2023 00:10:00,25.148,,,
100,11/16/2023 00:20:00,25.115,,,
101,11/16/2023 00:30:00,25.062,,,
102,11/16/2023 00:40:00,25.030,,,
103,11/16/2023 00:50:00,24.997,,,
104,11/16/2023 01:00:00,24.976,,,
105,11/16/2023 01:10:00,24.955,,,
106,11/16/2023 01:20:00,24.912,,,
107,11/16/2023 01:30:00,24.890,,,
108,11/16/2023 01:40:00,24.879,,,
109,11/16/2023 01:50:00,24.869,,,
110,11/16/2023 02:00:00,24.858,,,
111,11/16/2023 02:10:00,24.826,,,
112,11/16/2023 02:20:00,24.804,,,
113,11/16/2023 02:30:00,24.794,,,
114,11/16/2023 02:40:00,24.783,,,
115,11/16/2023 02:50:00,24.761,,,
116,11/16/2023 03:00:00,24.740,,,
117,11/16/2023 03:10:00,24.729,,,
118,11/16/2023 03:20:00,24.719,,,
119,11/16/2023 03:30:00,24.719,,,
120,11/16/2023 03:40:00,24.719,,,
121,11/16/2023 03:50:00,24.729,,,
122,11/16/2023 04:00:00,24.740,,,
123,11/16/2023 04:10:00,24.740,,,
124,11/16/2023 04:20:00,24.719,,,
125,11/16/2023 04:30:00,24.708,,,
126,11/16/2023 04:40:00,24.719,,,
127,11/16/2023 04:50:00,24.708,,,
128,11/16/2023 05:00:00,24.686,,,
129,11/16/2023 05:10:00,24.676,,,
130,11/16/2023 05:20:00,24.686,,,
131,11/16/2023 05:30:00,24.654,,,
132,11/16/2023 05:40:00,24.644,,,
133,11/16/2023 05:50:00,24.633,,,
134,11/16/2023 06:00:00,24.644,,,
135,11/16/2023 06:10:00,24.633,,,
136,11/16/2023 06:20:00,24.611,,,
137,11/16/2023 06:30:00,24.590,,,
138,11/16/2023 06:40:00,24.579,,,
139,11/16/2023 06:50:00,24.547,,,
140,11/16/2023 07:00:00,24.536,,,
141,11/16/2023 07:10:00,24.547,,,
142,11/16/2023 07:20:00,24.536,,,
143,11/16/2023 07:30:00,24.536,,,
144,11/16/2023 07:40:00,24.536,,,
145,11/16/2023 07:50:00,24.547,,,
146,11/16/2023 08:00:00,24.558,,,
147,11/16/2023 08:10:00,24.547,,,
148,11/16/2023 08:20:00,24.536,,,
149,11/16/2023 08:30:00,24.526,,,
150,11/16/2023 08:40:00,24.515,,,
151,11/16/2023 08:50:00,24.504,,,
152,11/16/2023 09:00:00,24.493,,,
153,11/16/2023 09:10:00,24.472,,,
154,11/16/2023 09:20:00,24.461,,,
155,11/16/2023 09:30:00,24.450,,,
156,11/16/2023 09:40:00,24.429,,,
157,11/16/2023 09:50:00,24.429,,,
158,11/16/2023 10:00:00,24.397,,,
159,11/16/2023 10:10:00,24.375,,,
160,11/16/2023 10:20:00,24.365,,,
161,11/16/2023 10:30:00,24.354,,,
162,11/16/2023 10:40:00,24.343,,,
163,11/16/2023 10:50:00,24.322,,,
164,11/16/2023 11:00:00,24.311,,,
165,11/16/2023 11:10:00,24.300,,,
166,11/16/2023 11:20:00,24.279,,,
167,11/16/2023 11:30:00,24.279,,,
168,11/16/2023 11:40:00,24.279,,,
169,11/16/2023 11:50:00,24.300,,,
170,11/16/2023 12:00:00,24.311,,,
171,11/16/2023 12:10:00,24.311,,,
172,11/16/2023 12:20:00,24.311,,,
173,11/16/2023 12:30:00,24.300,,,
174,11/16/2023 12:40:00,24.290,,,
175,11/16/2023 12:50:00,24.279,,,
176,11/16/2023 13:00:00,24.257,,,
177,11/16/2023 13:10:00,24.257,,,
178,11/16/2023 13:20:00,24.268,,,
179,11/16/2023 13:30:00,24.268,,,
180,11/16/2023 13:40:00,24.268,,,
181,11/16/2023 13:50:00,24.279,,,
182,11/16/2023 14:00:00,24.279,,,
183,11/16/2023 14:10:00,24.311,,,
184,11/16/2023 14:20:00,24.386,,,
185,11/16/2023 14:30:00,24.450,,,
186,11/16/2023 14:40:00,24.493,,,
187,11/16/2023 14:50:00,24.483,,,
188,11/16/2023 15:00:00,24.526,,,
189,11/16/2023 15:10:00,25.759,,,
190,11/16/2023 15:20:00,28.537,,,
191,11/16/2023 15:30:00,28.290,,,
192,11/16/2023 15:40:00,27.936,,,
193,11/16/2023 15:50:00,27.679,,,
194,11/16/2023 16:00:00,27.443,,,
195,11/16/2023 16:10:00,27.250,,,
196,11/16/2023 16:20:00,27.078,,,
197,11/16/2023 16:30:00,26.842,,,
198,11/16/2023 16:40:00,26.671,,,
199,11/16/2023 16:50:00,26.553,,,
200,11/16/2023 17:00:00,26.456,,,
201,11/16/2023 17:10:00,26.360,,,
202,11/16/2023 17:20:00,26.295,,,
203,11/16/2023 17:30:00,27.507,,,
204,11/16/2023 17:40:00,27.518,,,
205,11/16/2023 17:50:00,27.271,,,
206,11/16/2023 18:00:00,27.078,,,
207,11/16/2023 18:10:00,26.928,,,
208,11/16/2023 18:20:00,26.799,,,
209,11/16/2023 18:30:00,26.692,,,
210,11/16/2023 18:40:00,26.520,,,
211,11/16/2023 18:50:00,26.424,,,
212,11/16/2023 19:00:00,26.349,,,
213,11/16/2023 19:10:00,27.078,,,
214,11/16/2023 19:20:00,27.228,,,
215,11/16/2023 19:30:00,27.100,,,
216,11/16/2023 19:40:00,26.949,,,
217,11/16/2023 19:50:00,26.746,,,
218,11/16/2023 20:00:00,26.606,,,
219,11/16/2023 20:10:00,26.499,,,
220,11/16/2023 20:20:00,26.424,,,
221,11/16/2023 20:30:00,26.349,,,
222,11/16/2023 20:40:00,27.271,,,
223,11/16/2023 20:50:00,27.336,,,
224,11/16/2023 21:00:00,27.132,,,
225,11/16/2023 21:10:00,26.885,,,
226,11/16/2023 21:20:00,26.595,,,
227,11/16/2023 21:30:00,26.327,,,
228,11/16/2023 21:40:00,26.070,,,
229,11/16/2023 21:50:00,25.834,,,
230,11/16/2023 22:00:00,25.619,,,
231,11/16/2023 22:10:00,25.416,,,
232,11/16/2023 22:20:00,25.233,,,
233,11/16/2023 22:30:00,25.062,,,
234,11/16/2023 22:40:00,24.912,,,
235,11/16/2023 22:50:00,24.751,,,
236,11/16/2023 23:00:00,24.611,,,
237,11/16/2023 23:10:00,24.483,,,
238,11/16/2023 23:20:00,24.365,,,
239,11/16/2023 23:30:00,24.257,,,
240,11/16/2023 23:40:00,24.172,,,
241,11/16/2023 23:50:00,24.075,,,
242,11/17/2023 00:00:00,24.000,,,
243,11/17/2023 00:10:00,23.914,,,
244,11/17/2023 00:20:00,23.839,,,
245,11/17/2023 00:30:00,23.775,,,
246,11/17/2023 00:40:00,23.721,,,
247,11/17/2023 00:50:00,23.657,,,
248,11/17/2023 01:00:00,23.625,,,
249,11/17/2023 01:10:00,23.571,,,
250,11/17/2023 01:20:00,23.539,,,
251,11/17/2023 01:30:00,23.496,,,
252,11/17/2023 01:40:00,23.464,,,
253,11/17/2023 01:50:00,23.442,,,
254,11/17/2023 02:00:00,23.410,,,
255,11/17/2023 02:10:00,23.378,,,
256,11/17/2023 02:20:00,23.356,,,
257,11/17/2023 02:30:00,23.335,,,
258,11/17/2023 02:40:00,23.303,,,
259,11/17/2023 02:50:00,23.281,,,
260,11/17/2023 03:00:00,23.271,,,
261,11/17/2023 03:10:00,23.249,,,
262,11/17/2023 03:20:00,23.228,,,
263,11/17/2023 03:30:00,23.217,,,
264,11/17/2023 03:40:00,23.206,,,
265,11/17/2023 03:50:00,23.185,,,
266,11/17/2023 04:00:00,23.174,,,
267,11/17/2023 04:10:00,23.163,,,
268,11/17/2023 04:20:00,23.163,,,
269,11/17/2023 04:30:00,23.142,,,
270,11/17/2023 04:40:00,23.131,,,
271,11/17/2023 04:50:00,23.110,,,
272,11/17/2023 05:00:00,23.099,,,
273,11/17/2023 05:10:00,23.078,,,
274,11/17/2023 05:20:00,23.078,,,
275,11/17/2023 05:30:00,23.067,,,
276,11/17/2023 05:40:00,23.045,,,
277,11/17/2023 05:50:00,23.024,,,
278,11/17/2023 06:00:00,23.013,,,
279,11/17/2023 06:10:00,22.992,,,
280,11/17/2023 06:20:00,22.981,,,
281,11/17/2023 06:30:00,22.970,,,
282,11/17/2023 06:40:00,22.960,,,
283,11/17/2023 06:50:00,22.949,,,
284,11/17/2023 07:00:00,22.927,,,
285,11/17/2023 07:10:00,22.917,,,
286,11/17/2023 07:20:00,22.906,,,
287,11/17/2023 07:30:00,22.906,,,
288,11/17/2023 07:40:00,22.895,,,
289,11/17/2023 07:50:00,22.874,,,
290,11/17/2023 08:00:00,22.863,,,
291,11/17/2023 08:10:00,22.842,,,
292,11/17/2023 08:20:00,22.842,,,
293,11/17/2023 08:30:00,22.820,,,
294,11/17/2023 08:40:00,22.810,,,
295,11/17/2023 08:50:00,22.799,,,
296,11/17/2023 09:00:00,22.788,,,
297,11/17/2023 09:10:00,22.756,,,
298,11/17/2023 09:20:00,22.756,,,
299,11/17/2023 09:30:00,22.734,,,
300,11/17/2023 09:40:00,22.713,,,
301,11/17/2023 09:50:00,22.702,,,
302,11/17/2023 10:00:00,22.670,,,
303,11/17/2023 10:10:00,22.649,,,
304,11/17/2023 10:20:00,22.638,,,
305,11/17/2023 10:30:00,22.616,,,
306,11/17/2023 10:40:00,22.606,,,
307,11/17/2023 10:50:00,22.595,,,
308,11/17/2023 11:00:00,22.584,,,
309,11/17/2023 11:10:00,22.574,,,
310,11/17/2023 11:20:00,22.552,,,
311,11/17/2023 11:30:00,22.541,,,
312,11/17/2023 11:40:00,22.531,,,
313,11/17/2023 11:50:00,22.531,,,
314,11/17/2023 12:00:00,22.498,,,
315,11/17/2023 12:10:00,22.498,,,
316,11/17/2023 12:20:00,22.488,,,
317,11/17/2023 12:30:00,22.488,,,
318,11/17/2023 12:40:00,22.466,,,
319,11/17/2023 12:50:00,22.445,,,
320,11/17/2023 13:00:00,22.434,,,
321,11/17/2023 13:10:00,22.413,,,
322,11/17/2023 13:20:00,22.402,,,
323,11/17/2023 13:30:00,22.391,,,
324,11/17/2023 13:40:00,22.391,,,
325,11/17/2023 13:50:00,22.381,,,
326,11/17/2023 14:00:00,22.381,,,
327,11/17/2023 14:10:00,22.359,,,
328,11/17/2023 14:20:00,22.359,,,
329,11/17/2023 14:30:00,22.359,,,
330,11/17/2023 14:40:00,22.359,,,
331,11/17/2023 14:50:00,22.348,,,
332,11/17/2023 15:00:00,22.359,,,
333,11/17/2023 15:10:00,22.359,,,
334,11/17/2023 15:20:00,22.359,,,
335,11/17/2023 15:30:00,22.359,,,
336,11/17/2023 15:40:00,22.370,,,
337,11/17/2023 15:50:00,22.381,,,
338,11/17/2023 16:00:00,22.381,,,
339,11/17/2023 16:10:00,22.391,,,
340,11/17/2023 16:20:00,22.402,,,
341,11/17/2023 16:30:00,22.413,,,
342,11/17/2023 16:40:00,22.413,,,
343,11/17/2023 16:50:00,22.434,,,
344,11/17/2023 17:00:00,22.445,,,
345,11/17/2023 17:10:00,22.456,,,
346,11/17/2023 17:20:00,22.456,,,
347,11/17/2023 17:30:00,22.477,,,
348,11/17/2023 17:40:00,22.477,,,
349,11/17/2023 17:50:00,22.488,,,
350,11/17/2023 18:00:00,22.498,,,
351,11/17/2023 18:10:00,22.509,,,
352,11/17/2023 18:20:00,22.520,,,
353,11/17/2023 18:30:00,22.531,,,
354,11/17/2023 18:40:00,22.541,,,
355,11/17/2023 18:50:00,22.552,,,
356,11/17/2023 19:00:00,22.563,,,
357,11/17/2023 19:10:00,22.584,,,
358,11/17/2023 19:20:00,22.584,,,
359,11/17/2023 19:30:00,22.606,,,
360,11/17/2023 19:40:00,22.616,,,
361,11/17/2023 19:50:00,22.627,,,
362,11/17/2023 20:00:00,22.649,,,
363,11/17/2023 20:10:00,22.659,,,
364,11/17/2023 20:20:00,22.681,,,
365,11/17/2023 20:30:00,22.702,,,
366,11/17/2023 20:40:00,22.702,,,
367,11/17/2023 20:50:00,22.734,,,
368,11/17/2023 21:00:00,22.756,,,
369,11/17/2023 21:10:00,22.777,,,
370,11/17/2023 21:20:00,22.799,,,
371,11/17/2023 21:30:00,22.820,,,
372,11/17/2023 21:40:00,22.842,,,
373,11/17/2023 21:50:00,22.863,,,
374,11/17/2023 22:00:00,22.895,,,
375,11/17/2023 22:10:00,22.906,,,
376,11/17/2023 22:20:00,22.927,,,
377,11/17/2023 22:30:00,22.938,,,
378,11/17/2023 22:40:00,22.960,,,
379,11/17/2023 22:50:00,22.970,,,
380,11/17/2023 23:00:00,22.992,,,
381,11/17/2023 23:10:00,23.013,,,
382,11/17/2023 23:20:00,23.013,,,
383,11/17/2023 23:30:00,23.035,,,
384,11/17/2023 23:40:00,23.035,,,
385,11/17/2023 23:50:00,23.045,,,
386,11/18/2023 00:00:00,23.067,,,
387,11/18/2023 00:10:00,23.078,,,
388,11/18/2023 00:20:00,23.078,,,
389,11/18/2023 00:30:00,23.078,,,
390,11/18/2023 00:40:00,23.099,,,
391,11/18/2023 00:50:00,23.099,,,
392,11/18/2023 01:00:00,23.099,,,
393,11/18/2023 01:10:00,23.121,,,
394,11/18/2023 01:20:00,23.121,,,
395,11/18/2023 01:30:00,23.131,,,
396,11/18/2023 01:40:00,23.131,,,
397,11/18/2023 01:50:00,23.131,,,
398,11/18/2023 02:00:00,23.131,,,
399,11/18/2023 02:10:00,23.131,,,
400,11/18/2023 02:20:00,23.131,,,
401,11/18/2023 02:30:00,23.153,,,
402,11/18/2023 02:40:00,23.153,,,
403,11/18/2023 02:50:00,23.163,,,
404,11/18/2023 03:00:00,23.153,,,
405,11/18/2023 03:10:00,23.163,,,
406,11/18/2023 03:20:00,23.153,,,
407,11/18/2023 03:30:00,23.163,,,
408,11/18/2023 03:40:00,23.163,,,
409,11/18/2023 03:50:00,23.174,,,
410,11/18/2023 04:00:00,23.185,,,
411,11/18/2023 04:10:00,23.185,,,
412,11/18/2023 04:20:00,23.185,,,
413,11/18/2023 04:30:00,23.174,,,
414,11/18/2023 04:40:00,23.174,,,
415,11/18/2023 04:50:00,23.174,,,
416,11/18/2023 05:00:00,23.185,,,
417,11/18/2023 05:10:00,23.174,,,
418,11/18/2023 05:20:00,23.185,,,
419,11/18/2023 05:30:00,23.185,,,
420,11/18/2023 05:40:00,23.185,,,
421,11/18/2023 05:50:00,23.185,,,
422,11/18/2023 06:00:00,23.174,,,
423,11/18/2023 06:10:00,23.185,,,
424,11/18/2023 06:20:00,23.185,,,
425,11/18/2023 06:30:00,23.185,,,
426,11/18/2023 06:40:00,23.206,,,
427,11/18/2023 06:50:00,23.196,,,
428,11/18/2023 07:00:00,23.196,,,
429,11/18/2023 07:10:00,23.206,,,
430,11/18/2023 07:20:00,23.217,,,
431,11/18/2023 07:30:00,23.217,,,
432,11/18/2023 07:40:00,23.217,,,
433,11/18/2023 07:50:00,23.196,,,
434,11/18/2023 08:00:00,23.174,,,
435,11/18/2023 08:10:00,23.163,,,
436,11/18/2023 08:20:00,23.131,,,
437,11/18/2023 08:30:00,23.110,,,
438,11/18/2023 08:40:00,23.099,,,
439,11/18/2023 08:50:00,23.088,,,
440,11/18/2023 09:00:00,23.078,,,
441,11/18/2023 09:10:00,23.045,,,
442,11/18/2023 09:20:00,23.045,,,
443,11/18/2023 09:30:00,23.024,,,
444,11/18/2023 09:40:00,23.013,,,
445,11/18/2023 09:50:00,22.992,,,
446,11/18/2023 10:00:00,22.970,,,
447,11/18/2023 10:10:00,22.960,,,
448,11/18/2023 10:20:00,22.949,,,
449,11/18/2023 10:30:00,22.938,,,
450,11/18/2023 10:40:00,22.927,,,
451,11/18/2023 10:50:00,22.863,,,
452,11/18/2023 11:00:00,22.724,,,
453,11/18/2023 11:10:00,22.574,,,
454,11/18/2023 11:20:00,22.413,,,
455,11/18/2023 11:30:00,22.220,,,
456,11/18/2023 11:40:00,22.102,,,
457,11/18/2023 11:50:00,22.037,,,
458,11/18/2023 12:00:00,22.037,,,
459,11/18/2023 12:10:00,22.037,,,
460,11/18/2023 12:20:00,22.091,,,
461,11/18/2023 12:30:00,22.145,,,
462,11/18/2023 12:40:00,22.134,,,
463,11/18/2023 12:50:00,22.134,,,
464,11/18/2023 13:00:00,22.145,,,
465,11/18/2023 13:10:00,22.155,,,
466,11/18/2023 13:20:00,22.166,,,
467,11/18/2023 13:30:00,22.187,,,
468,11/18/2023 13:40:00,22.198,,,
469,11/18/2023 13:50:00,22.220,,,
470,11/18/2023 13:58:35,,Out,,
471,11/18/2023 14:00:00,22.080,,,
472,11/18/2023 14:01:26,,,Logged,Logged
