#,Date-Time (French Polynesia Standard Time),Ch:1 - Temperature   (°C),Water Detect,Host Connected,Stopped,End of File
47,11/09/2023 11:45:46,23.507,,,,
48,11/09/2023 11:45:47,23.507,,,,
49,11/09/2023 11:45:48,23.507,,,,
50,11/09/2023 11:45:49,23.507,,,,
51,11/09/2023 11:45:50,23.507,,,,
52,11/09/2023 11:45:51,23.507,,,,
53,11/09/2023 11:45:52,23.507,,,,
54,11/09/2023 11:45:53,23.507,,,,
55,11/09/2023 11:45:54,23.507,,,,
56,11/09/2023 11:45:55,23.507,,,,
57,11/09/2023 11:45:56,23.517,,,,
58,11/09/2023 11:45:57,23.507,,,,
59,11/09/2023 11:45:58,23.517,,,,
60,11/09/2023 11:45:59,23.517,,,,
61,11/09/2023 11:46:00,23.517,,,,
62,11/09/2023 11:46:01,23.517,,,,
63,11/09/2023 11:46:02,23.507,,,,
64,11/09/2023 11:46:03,23.517,,,,
65,11/09/2023 11:46:04,23.528,,,,
66,11/09/2023 11:46:05,23.528,,,,
67,11/09/2023 11:46:06,23.517,,,,
68,11/09/2023 11:46:07,23.528,,,,
69,11/09/2023 11:46:08,23.528,,,,
70,11/09/2023 11:46:09,23.528,,,,
71,11/09/2023 11:46:10,23.528,,,,
72,11/09/2023 11:46:11,23.528,,,,
73,11/09/2023 11:46:12,23.528,,,,
74,11/09/2023 11:46:13,23.539,,,,
75,11/09/2023 11:46:14,23.528,,,,
76,11/09/2023 11:46:15,23.539,,,,
77,11/09/2023 11:46:16,23.528,,,,
78,11/09/2023 11:46:17,23.539,,,,
79,11/09/2023 11:46:18,23.528,,,,
80,11/09/2023 11:46:19,23.539,,,,
81,11/09/2023 11:46:20,23.539,,,,
82,11/09/2023 11:46:21,23.539,,,,
83,11/09/2023 11:46:22,23.528,,,,
84,11/09/2023 11:46:23,23.539,,,,
85,11/09/2023 11:46:24,23.539,,,,
86,11/09/2023 11:46:25,23.539,,,,
87,11/09/2023 11:46:26,23.539,,,,
88,11/09/2023 11:46:27,23.539,,,,
89,11/09/2023 11:46:28,23.539,,,,
90,11/09/2023 11:46:29,23.539,,,,
91,11/09/2023 11:46:30,23.539,,,,
92,11/09/2023 11:46:31,23.528,,,,
93,11/09/2023 11:46:32,23.539,,,,
94,11/09/2023 11:46:33,23.539,,,,
95,11/09/2023 11:46:34,23.539,,,,
96,11/09/2023 11:46:35,23.539,,,,
97,11/09/2023 11:46:36,23.539,,,,
98,11/09/2023 11:46:37,23.539,,,,
99,11/09/2023 11:46:38,23.539,,,,
100,11/09/2023 11:46:39,23.539,,,,
101,11/09/2023 11:46:40,23.539,,,,
102,11/09/2023 11:46:41,23.539,,,,
103,11/09/2023 11:46:42,23.539,,,,
104,11/09/2023 11:46:43,23.539,,,,
105,11/09/2023 11:46:44,23.539,,,,
106,11/09/2023 11:46:45,23.539,,,,
107,11/09/2023 11:46:46,23.539,,,,
108,11/09/2023 11:46:47,23.539,,,,
109,11/09/2023 11:46:48,23.539,,,,
110,11/09/2023 11:46:49,23.528,,,,
111,11/09/2023 11:46:50,23.528,,,,
112,11/09/2023 11:46:51,23.539,,,,
113,11/09/2023 11:46:52,23.528,,,,
114,11/09/2023 11:46:53,23.528,,,,
115,11/09/2023 11:46:54,23.539,,,,
116,11/09/2023 11:46:55,23.528,,,,
117,11/09/2023 11:46:56,23.528,,,,
118,11/09/2023 11:46:57,23.528,,,,
119,11/09/2023 11:46:58,23.528,,,,
120,11/09/2023 11:46:59,23.528,,,,
121,11/09/2023 11:47:00,23.517,,,,
122,11/09/2023 11:47:01,23.528,,,,
123,11/09/2023 11:47:02,23.528,,,,
124,11/09/2023 11:47:03,23.517,,,,
125,11/09/2023 11:47:04,23.517,,,,
126,11/09/2023 11:47:05,23.517,,,,
127,11/09/2023 11:47:06,23.517,,,,
128,11/09/2023 11:47:07,23.517,,,,
129,11/09/2023 11:47:08,23.517,,,,
130,11/09/2023 11:47:09,23.517,,,,
131,11/09/2023 11:47:10,23.507,,,,
132,11/09/2023 11:47:11,23.507,,,,
133,11/09/2023 11:47:12,23.507,,,,
134,11/09/2023 11:47:13,23.507,,,,
135,11/09/2023 11:47:14,23.507,,,,
136,11/09/2023 11:47:15,23.507,,,,
137,11/09/2023 11:47:16,23.507,,,,
138,11/09/2023 11:47:17,23.507,,,,
139,11/09/2023 11:47:18,23.507,,,,
140,11/09/2023 11:47:19,23.507,,,,
141,11/09/2023 11:47:20,23.507,,,,
142,11/09/2023 11:47:21,23.507,,,,
143,11/09/2023 11:47:22,23.507,,,,
144,11/09/2023 11:47:23,23.507,,,,
145,11/09/2023 11:47:24,23.507,,,,
146,11/09/2023 11:47:25,23.496,,,,
147,11/09/2023 11:47:26,23.507,,,,
148,11/09/2023 11:47:27,23.496,,,,
149,11/09/2023 11:47:28,23.496,,,,
150,11/09/2023 11:47:29,23.496,,,,
151,11/09/2023 11:47:30,23.496,,,,
152,11/09/2023 11:47:31,23.507,,,,
153,11/09/2023 11:47:32,23.496,,,,
154,11/09/2023 11:47:33,23.496,,,,
155,11/09/2023 11:47:34,23.496,,,,
156,11/09/2023 11:47:35,23.485,,,,
157,11/09/2023 11:47:36,23.485,,,,
158,11/09/2023 11:47:37,23.485,,,,
159,11/09/2023 11:47:38,23.485,,,,
160,11/09/2023 11:47:39,23.474,,,,
161,11/09/2023 11:47:40,23.474,,,,
162,11/09/2023 11:47:41,23.474,,,,
163,11/09/2023 11:47:42,23.474,,,,
164,11/09/2023 11:47:43,23.474,,,,
165,11/09/2023 11:47:44,23.474,,,,
166,11/09/2023 11:47:45,23.474,,,,
167,11/09/2023 11:47:46,23.474,,,,
168,11/09/2023 11:47:47,23.474,,,,
169,11/09/2023 11:47:48,23.474,,,,
170,11/09/2023 11:47:49,23.474,,,,
171,11/09/2023 11:47:50,23.474,,,,
172,11/09/2023 11:47:51,23.474,,,,
173,11/09/2023 11:47:52,23.464,,,,
174,11/09/2023 11:47:53,23.474,,,,
175,11/09/2023 11:47:54,23.464,,,,
176,11/09/2023 11:47:55,23.464,,,,
177,11/09/2023 11:47:56,23.464,,,,
178,11/09/2023 11:47:57,23.453,,,,
179,11/09/2023 11:47:58,23.453,,,,
180,11/09/2023 11:47:59,23.453,,,,
181,11/09/2023 11:48:00,23.453,,,,
182,11/09/2023 11:48:01,23.453,,,,
183,11/09/2023 11:48:02,23.453,,,,
184,11/09/2023 11:48:03,23.453,,,,
185,11/09/2023 11:48:04,23.453,,,,
186,11/09/2023 11:48:05,23.453,,,,
187,11/09/2023 11:48:06,23.453,,,,
188,11/09/2023 11:48:07,23.453,,,,
189,11/09/2023 11:48:08,23.453,,,,
190,11/09/2023 11:48:09,23.442,,,,
191,11/09/2023 11:48:10,23.442,,,,
192,11/09/2023 11:48:11,23.453,,,,
193,11/09/2023 11:48:12,23.442,,,,
194,11/09/2023 11:48:13,23.442,,,,
195,11/09/2023 11:48:14,23.442,,,,
196,11/09/2023 11:48:15,23.442,,,,
197,11/09/2023 11:48:16,23.432,,,,
198,11/09/2023 11:48:17,23.432,,,,
199,11/09/2023 11:48:18,23.432,,,,
200,11/09/2023 11:48:19,23.421,,,,
201,11/09/2023 11:48:20,23.421,,,,
202,11/09/2023 11:48:21,23.421,,,,
203,11/09/2023 11:48:22,23.421,,,,
204,11/09/2023 11:48:23,23.421,,,,
205,11/09/2023 11:48:24,23.421,,,,
206,11/09/2023 11:48:25,23.421,,,,
207,11/09/2023 11:48:26,23.421,,,,
208,11/09/2023 11:48:27,23.421,,,,
209,11/09/2023 11:48:28,23.421,,,,
210,11/09/2023 11:48:29,23.421,,,,
211,11/09/2023 11:48:30,23.410,,,,
212,11/09/2023 11:48:31,23.410,,,,
213,11/09/2023 11:48:32,23.410,,,,
214,11/09/2023 11:48:33,23.399,,,,
215,11/09/2023 11:48:34,23.399,,,,
216,11/09/2023 11:48:35,23.399,,,,
217,11/09/2023 11:48:36,23.399,,,,
218,11/09/2023 11:48:37,23.399,,,,
219,11/09/2023 11:48:38,23.399,,,,
220,11/09/2023 11:48:39,23.389,,,,
221,11/09/2023 11:48:40,23.389,,,,
222,11/09/2023 11:48:41,23.389,,,,
223,11/09/2023 11:48:42,23.389,,,,
224,11/09/2023 11:48:43,23.389,,,,
225,11/09/2023 11:48:44,23.389,,,,
226,11/09/2023 11:48:45,23.389,,,,
227,11/09/2023 11:48:46,23.389,,,,
228,11/09/2023 11:48:47,23.378,,,,
229,11/09/2023 11:48:48,23.378,,,,
230,11/09/2023 11:48:49,23.378,,,,
231,11/09/2023 11:48:50,23.389,,,,
232,11/09/2023 11:48:51,23.378,,,,
233,11/09/2023 11:48:52,23.367,,,,
234,11/09/2023 11:48:53,23.378,,,,
235,11/09/2023 11:48:54,23.378,,,,
236,11/09/2023 11:48:55,23.367,,,,
237,11/09/2023 11:48:56,23.367,,,,
238,11/09/2023 11:48:57,23.367,,,,
239,11/09/2023 11:48:58,23.356,,,,
240,11/09/2023 11:48:59,23.356,,,,
241,11/09/2023 11:49:00,23.356,,,,
242,11/09/2023 11:49:01,23.356,,,,
243,11/09/2023 11:49:02,23.356,,,,
244,11/09/2023 11:49:03,23.356,,,,
245,11/09/2023 11:49:04,23.356,,,,
246,11/09/2023 11:49:05,23.356,,,,
247,11/09/2023 11:49:06,23.346,,,,
248,11/09/2023 11:49:07,23.346,,,,
249,11/09/2023 11:49:08,23.346,,,,
250,11/09/2023 11:49:09,23.346,,,,
251,11/09/2023 11:49:10,23.346,,,,
252,11/09/2023 11:49:11,23.346,,,,
253,11/09/2023 11:49:12,23.335,,,,
254,11/09/2023 11:49:13,23.335,,,,
255,11/09/2023 11:49:14,23.335,,,,
256,11/09/2023 11:49:15,23.335,,,,
257,11/09/2023 11:49:16,23.335,,,,
258,11/09/2023 11:49:17,23.335,,,,
259,11/09/2023 11:49:18,23.335,,,,
260,11/09/2023 11:49:19,23.324,,,,
261,11/09/2023 11:49:20,23.335,,,,
262,11/09/2023 11:49:21,23.324,,,,
263,11/09/2023 11:49:22,23.335,,,,
264,11/09/2023 11:49:23,23.324,,,,
265,11/09/2023 11:49:24,23.324,,,,
266,11/09/2023 11:49:25,23.314,,,,
267,11/09/2023 11:49:26,23.314,,,,
268,11/09/2023 11:49:27,23.314,,,,
269,11/09/2023 11:49:28,23.303,,,,
270,11/09/2023 11:49:29,23.314,,,,
271,11/09/2023 11:49:30,23.303,,,,
272,11/09/2023 11:49:31,23.303,,,,
273,11/09/2023 11:49:32,23.303,,,,
274,11/09/2023 11:49:33,23.303,,,,
275,11/09/2023 11:49:34,23.303,,,,
276,11/09/2023 11:49:35,23.303,,,,
277,11/09/2023 11:49:36,23.303,,,,
278,11/09/2023 11:49:37,23.303,,,,
279,11/09/2023 11:49:38,23.303,,,,
280,11/09/2023 11:49:39,23.292,,,,
281,11/09/2023 11:49:40,23.292,,,,
282,11/09/2023 11:49:41,23.281,,,,
283,11/09/2023 11:49:42,23.281,,,,
284,11/09/2023 11:49:43,23.281,,,,
285,11/09/2023 11:49:44,23.281,,,,
286,11/09/2023 11:49:45,23.281,,,,
287,11/09/2023 11:49:46,23.281,,,,
288,11/09/2023 11:49:47,23.281,,,,
289,11/09/2023 11:49:48,23.281,,,,
290,11/09/2023 11:49:49,23.271,,,,
291,11/09/2023 11:49:50,23.271,,,,
292,11/09/2023 11:49:51,23.271,,,,
293,11/09/2023 11:49:52,23.271,,,,
294,11/09/2023 11:49:53,23.271,,,,
295,11/09/2023 11:49:54,23.271,,,,
296,11/09/2023 11:49:55,23.271,,,,
297,11/09/2023 11:49:56,23.271,,,,
298,11/09/2023 11:49:57,23.260,,,,
299,11/09/2023 11:49:58,23.271,,,,
300,11/09/2023 11:49:59,23.260,,,,
301,11/09/2023 11:50:00,23.260,,,,
302,11/09/2023 11:50:01,23.249,,,,
303,11/09/2023 11:50:02,23.249,,,,
304,11/09/2023 11:50:03,23.260,,,,
305,11/09/2023 11:50:04,23.249,,,,
306,11/09/2023 11:50:05,23.249,,,,
307,11/09/2023 11:50:06,23.249,,,,
308,11/09/2023 11:50:07,23.249,,,,
309,11/09/2023 11:50:08,23.249,,,,
310,11/09/2023 11:50:09,23.249,,,,
311,11/09/2023 11:50:10,23.249,,,,
312,11/09/2023 11:50:11,23.249,,,,
313,11/09/2023 11:50:12,23.239,,,,
314,11/09/2023 11:50:13,23.249,,,,
315,11/09/2023 11:50:14,23.239,,,,
316,11/09/2023 11:50:15,23.239,,,,
317,11/09/2023 11:50:16,23.239,,,,
318,11/09/2023 11:50:17,23.239,,,,
319,11/09/2023 11:50:18,23.228,,,,
320,11/09/2023 11:50:19,23.228,,,,
321,11/09/2023 11:50:20,23.239,,,,
322,11/09/2023 11:50:21,23.228,,,,
323,11/09/2023 11:50:22,23.228,,,,
324,11/09/2023 11:50:23,23.228,,,,
325,11/09/2023 11:50:24,23.217,,,,
326,11/09/2023 11:50:25,23.228,,,,
327,11/09/2023 11:50:26,23.217,,,,
328,11/09/2023 11:50:27,23.217,,,,
329,11/09/2023 11:50:28,23.217,,,,
330,11/09/2023 11:50:29,23.217,,,,
331,11/09/2023 11:50:30,23.217,,,,
332,11/09/2023 11:50:31,23.217,,,,
333,11/09/2023 11:50:32,23.217,,,,
334,11/09/2023 11:50:33,23.217,,,,
335,11/09/2023 11:50:34,23.217,,,,
336,11/09/2023 11:50:35,23.217,,,,
337,11/09/2023 11:50:36,23.217,,,,
338,11/09/2023 11:50:37,23.206,,,,
339,11/09/2023 11:50:38,23.206,,,,
340,11/09/2023 11:50:39,23.206,,,,
341,11/09/2023 11:50:40,23.206,,,,
342,11/09/2023 11:50:41,23.206,,,,
343,11/09/2023 11:50:42,23.206,,,,
344,11/09/2023 11:50:43,23.206,,,,
345,11/09/2023 11:50:44,23.206,,,,
346,11/09/2023 11:50:45,23.206,,,,
347,11/09/2023 11:50:46,23.196,,,,
348,11/09/2023 11:50:47,23.196,,,,
349,11/09/2023 11:50:48,23.196,,,,
350,11/09/2023 11:50:49,23.196,,,,
351,11/09/2023 11:50:50,23.196,,,,
352,11/09/2023 11:50:51,23.196,,,,
353,11/09/2023 11:50:52,23.196,,,,
354,11/09/2023 11:50:53,23.185,,,,
355,11/09/2023 11:50:54,23.185,,,,
356,11/09/2023 11:50:55,23.185,,,,
357,11/09/2023 11:50:56,23.185,,,,
358,11/09/2023 11:50:57,23.185,,,,
359,11/09/2023 11:50:58,23.185,,,,
360,11/09/2023 11:50:59,23.185,,,,
361,11/09/2023 11:51:00,23.185,,,,
362,11/09/2023 11:51:01,23.185,,,,
363,11/09/2023 11:51:02,23.185,,,,
364,11/09/2023 11:51:03,23.185,,,,
365,11/09/2023 11:51:04,23.185,,,,
366,11/09/2023 11:51:05,23.185,,,,
367,11/09/2023 11:51:06,23.185,,,,
368,11/09/2023 11:51:07,23.185,,,,
369,11/09/2023 11:51:08,23.185,,,,
370,11/09/2023 11:51:09,23.185,,,,
371,11/09/2023 11:51:10,23.185,,,,
372,11/09/2023 11:51:11,23.185,,,,
373,11/09/2023 11:51:12,23.174,,,,
374,11/09/2023 11:51:13,23.174,,,,
375,11/09/2023 11:51:14,23.174,,,,
376,11/09/2023 11:51:15,23.174,,,,
377,11/09/2023 11:51:16,23.163,,,,
378,11/09/2023 11:51:17,23.174,,,,
379,11/09/2023 11:51:18,23.174,,,,
380,11/09/2023 11:51:19,23.174,,,,
381,11/09/2023 11:51:20,23.163,,,,
382,11/09/2023 11:51:21,23.163,,,,
383,11/09/2023 11:51:22,23.174,,,,
384,11/09/2023 11:51:23,23.163,,,,
385,11/09/2023 11:51:24,23.163,,,,
386,11/09/2023 11:51:25,23.163,,,,
387,11/09/2023 11:51:26,23.163,,,,
388,11/09/2023 11:51:27,23.163,,,,
389,11/09/2023 11:51:28,23.163,,,,
390,11/09/2023 11:51:29,23.163,,,,
391,11/09/2023 11:51:30,23.163,,,,
392,11/09/2023 11:51:31,23.163,,,,
393,11/09/2023 11:51:32,23.163,,,,
394,11/09/2023 11:51:33,23.163,,,,
395,11/09/2023 11:51:34,23.163,,,,
396,11/09/2023 11:51:35,23.163,,,,
397,11/09/2023 11:51:36,23.163,,,,
398,11/09/2023 11:51:37,23.163,,,,
399,11/09/2023 11:51:38,23.163,,,,
400,11/09/2023 11:51:39,23.153,,,,
401,11/09/2023 11:51:40,23.163,,,,
402,11/09/2023 11:51:41,23.163,,,,
403,11/09/2023 11:51:42,23.163,,,,
404,11/09/2023 11:51:43,23.153,,,,
405,11/09/2023 11:51:44,23.153,,,,
406,11/09/2023 11:51:45,23.153,,,,
407,11/09/2023 11:51:46,23.142,,,,
408,11/09/2023 11:51:47,23.142,,,,
409,11/09/2023 11:51:48,23.153,,,,
410,11/09/2023 11:51:49,23.153,,,,
411,11/09/2023 11:51:50,23.142,,,,
412,11/09/2023 11:51:51,23.142,,,,
413,11/09/2023 11:51:52,23.142,,,,
414,11/09/2023 11:51:53,23.142,,,,
415,11/09/2023 11:51:54,23.142,,,,
416,11/09/2023 11:51:55,23.131,,,,
417,11/09/2023 11:51:56,23.131,,,,
418,11/09/2023 11:51:57,23.142,,,,
419,11/09/2023 11:51:58,23.131,,,,
420,11/09/2023 11:51:59,23.131,,,,
421,11/09/2023 11:52:00,23.131,,,,
422,11/09/2023 11:52:01,23.131,,,,
423,11/09/2023 11:52:02,23.131,,,,
424,11/09/2023 11:52:03,23.131,,,,
425,11/09/2023 11:52:04,23.131,,,,
426,11/09/2023 11:52:05,23.131,,,,
427,11/09/2023 11:52:06,23.131,,,,
428,11/09/2023 11:52:07,23.131,,,,
429,11/09/2023 11:52:08,23.131,,,,
430,11/09/2023 11:52:09,23.131,,,,
431,11/09/2023 11:52:10,23.131,,,,
432,11/09/2023 11:52:11,23.121,,,,
433,11/09/2023 11:52:12,23.131,,,,
434,11/09/2023 11:52:13,23.121,,,,
435,11/09/2023 11:52:14,23.121,,,,
436,11/09/2023 11:52:15,23.121,,,,
437,11/09/2023 11:52:16,23.121,,,,
438,11/09/2023 11:52:17,23.121,,,,
439,11/09/2023 11:52:18,23.121,,,,
440,11/09/2023 11:52:19,23.121,,,,
441,11/09/2023 11:52:20,23.110,,,,
442,11/09/2023 11:52:21,23.121,,,,
443,11/09/2023 11:52:22,23.110,,,,
444,11/09/2023 11:52:23,23.099,,,,
445,11/09/2023 11:52:24,23.110,,,,
446,11/09/2023 11:52:25,23.099,,,,
447,11/09/2023 11:52:26,23.110,,,,
448,11/09/2023 11:52:27,23.099,,,,
449,11/09/2023 11:52:28,23.099,,,,
450,11/09/2023 11:52:29,23.110,,,,
451,11/09/2023 11:52:30,23.099,,,,
452,11/09/2023 11:52:31,23.099,,,,
453,11/09/2023 11:52:32,23.099,,,,
454,11/09/2023 11:52:33,23.099,,,,
455,11/09/2023 11:52:34,23.099,,,,
456,11/09/2023 11:52:35,23.099,,,,
457,11/09/2023 11:52:36,23.099,,,,
458,11/09/2023 11:52:37,23.099,,,,
459,11/09/2023 11:52:38,23.099,,,,
460,11/09/2023 11:52:39,23.099,,,,
461,11/09/2023 11:52:40,23.099,,,,
462,11/09/2023 11:52:41,23.099,,,,
463,11/09/2023 11:52:42,23.078,,,,
464,11/09/2023 11:52:43,23.088,,,,
465,11/09/2023 11:52:44,23.078,,,,
466,11/09/2023 11:52:45,23.078,,,,
467,11/09/2023 11:52:46,23.078,,,,
468,11/09/2023 11:52:47,23.078,,,,
469,11/09/2023 11:52:48,23.078,,,,
470,11/09/2023 11:52:49,23.078,,,,
471,11/09/2023 11:52:50,23.078,,,,
472,11/09/2023 11:52:51,23.078,,,,
473,11/09/2023 11:52:52,23.078,,,,
474,11/09/2023 11:52:53,23.078,,,,
475,11/09/2023 11:52:54,23.078,,,,
476,11/09/2023 11:52:55,23.078,,,,
477,11/09/2023 11:52:56,23.078,,,,
478,11/09/2023 11:52:57,23.067,,,,
479,11/09/2023 11:52:58,23.078,,,,
480,11/09/2023 11:52:59,23.078,,,,
481,11/09/2023 11:53:00,23.067,,,,
482,11/09/2023 11:53:01,23.067,,,,
483,11/09/2023 11:53:02,23.067,,,,
484,11/09/2023 11:53:03,23.056,,,,
485,11/09/2023 11:53:04,23.056,,,,
486,11/09/2023 11:53:05,23.056,,,,
487,11/09/2023 11:53:06,23.056,,,,
488,11/09/2023 11:53:07,23.056,,,,
489,11/09/2023 11:53:08,23.056,,,,
490,11/09/2023 11:53:09,23.056,,,,
491,11/09/2023 11:53:10,23.056,,,,
492,11/09/2023 11:53:11,23.045,,,,
493,11/09/2023 11:53:12,23.045,,,,
494,11/09/2023 11:53:13,23.045,,,,
495,11/09/2023 11:53:14,23.045,,,,
496,11/09/2023 11:53:15,23.045,,,,
497,11/09/2023 11:53:16,23.045,,,,
498,11/09/2023 11:53:17,23.045,,,,
499,11/09/2023 11:53:18,23.045,,,,
500,11/09/2023 11:53:19,23.045,,,,
501,11/09/2023 11:53:20,23.045,,,,
502,11/09/2023 11:53:21,23.045,,,,
503,11/09/2023 11:53:22,23.035,,,,
504,11/09/2023 11:53:23,23.045,,,,
505,11/09/2023 11:53:24,23.035,,,,
506,11/09/2023 11:53:25,23.045,,,,
507,11/09/2023 11:53:26,23.045,,,,
508,11/09/2023 11:53:27,23.035,,,,
509,11/09/2023 11:53:28,23.035,,,,
510,11/09/2023 11:53:29,23.035,,,,
511,11/09/2023 11:53:30,23.024,,,,
512,11/09/2023 11:53:31,23.024,,,,
513,11/09/2023 11:53:32,23.024,,,,
514,11/09/2023 11:53:33,23.035,,,,
515,11/09/2023 11:53:34,23.024,,,,
516,11/09/2023 11:53:35,23.024,,,,
517,11/09/2023 11:53:36,23.013,,,,
518,11/09/2023 11:53:37,23.013,,,,
519,11/09/2023 11:53:38,23.013,,,,
520,11/09/2023 11:53:39,23.013,,,,
521,11/09/2023 11:53:40,23.024,,,,
522,11/09/2023 11:53:41,23.013,,,,
523,11/09/2023 11:53:42,23.013,,,,
524,11/09/2023 11:53:43,23.013,,,,
525,11/09/2023 11:53:44,23.013,,,,
526,11/09/2023 11:53:45,23.013,,,,
527,11/09/2023 11:53:46,23.013,,,,
528,11/09/2023 11:53:47,23.013,,,,
529,11/09/2023 11:53:48,23.013,,,,
530,11/09/2023 11:53:49,23.013,,,,
531,11/09/2023 11:53:50,23.013,,,,
532,11/09/2023 11:53:51,23.013,,,,
533,11/09/2023 11:53:52,23.013,,,,
534,11/09/2023 11:53:53,23.003,,,,
535,11/09/2023 11:53:54,23.003,,,,
536,11/09/2023 11:53:55,23.003,,,,
537,11/09/2023 11:53:56,23.003,,,,
538,11/09/2023 11:53:57,23.003,,,,
539,11/09/2023 11:53:58,23.003,,,,
540,11/09/2023 11:53:59,22.992,,,,
541,11/09/2023 11:54:00,22.992,,,,
542,11/09/2023 11:54:01,22.992,,,,
543,11/09/2023 11:54:02,22.992,,,,
544,11/09/2023 11:54:03,23.003,,,,
545,11/09/2023 11:54:04,23.003,,,,
546,11/09/2023 11:54:05,22.992,,,,
547,11/09/2023 11:54:06,22.992,,,,
548,11/09/2023 11:54:07,22.992,,,,
549,11/09/2023 11:54:08,22.992,,,,
550,11/09/2023 11:54:09,22.992,,,,
551,11/09/2023 11:54:10,22.992,,,,
552,11/09/2023 11:54:11,22.992,,,,
553,11/09/2023 11:54:12,22.992,,,,
554,11/09/2023 11:54:13,22.992,,,,
555,11/09/2023 11:54:14,22.992,,,,
556,11/09/2023 11:54:15,22.992,,,,
557,11/09/2023 11:54:16,22.992,,,,
558,11/09/2023 11:54:17,22.992,,,,
559,11/09/2023 11:54:18,22.992,,,,
560,11/09/2023 11:54:19,22.992,,,,
561,11/09/2023 11:54:20,22.992,,,,
562,11/09/2023 11:54:21,22.992,,,,
563,11/09/2023 11:54:22,22.981,,,,
564,11/09/2023 11:54:23,22.981,,,,
565,11/09/2023 11:54:24,22.981,,,,
566,11/09/2023 11:54:25,22.981,,,,
567,11/09/2023 11:54:26,22.981,,,,
568,11/09/2023 11:54:27,22.981,,,,
569,11/09/2023 11:54:28,22.992,,,,
570,11/09/2023 11:54:29,22.981,,,,
571,11/09/2023 11:54:30,22.981,,,,
572,11/09/2023 11:54:31,22.981,,,,
573,11/09/2023 11:54:32,22.981,,,,
574,11/09/2023 11:54:33,22.981,,,,
575,11/09/2023 11:54:34,22.981,,,,
576,11/09/2023 11:54:35,22.981,,,,
577,11/09/2023 11:54:36,22.981,,,,
578,11/09/2023 11:54:37,22.981,,,,
579,11/09/2023 11:54:38,22.981,,,,
580,11/09/2023 11:54:39,22.981,,,,
581,11/09/2023 11:54:40,22.981,,,,
582,11/09/2023 11:54:41,22.981,,,,
583,11/09/2023 11:54:42,22.981,,,,
584,11/09/2023 11:54:43,22.981,,,,
585,11/09/2023 11:54:44,22.981,,,,
586,11/09/2023 11:54:45,22.970,,,,
587,11/09/2023 11:54:46,22.981,,,,
588,11/09/2023 11:54:47,22.970,,,,
589,11/09/2023 11:54:48,22.970,,,,
590,11/09/2023 11:54:49,22.970,,,,
591,11/09/2023 11:54:50,22.981,,,,
592,11/09/2023 11:54:51,22.970,,,,
593,11/09/2023 11:54:52,22.981,,,,
594,11/09/2023 11:54:53,22.970,,,,
595,11/09/2023 11:54:54,22.970,,,,
596,11/09/2023 11:54:55,22.970,,,,
597,11/09/2023 11:54:56,22.970,,,,
598,11/09/2023 11:54:57,22.981,,,,
599,11/09/2023 11:54:58,22.970,,,,
600,11/09/2023 11:54:59,22.970,,,,
601,11/09/2023 11:55:00,22.970,,,,
602,11/09/2023 11:55:01,22.970,,,,
603,11/09/2023 11:55:02,22.970,,,,
